Market_Date,Time,Nifty_Spot,Selected_Expiry,ATM_Strike,CE_LTP,CE_Delta,PE_LTP,PE_Delta
2026-04-01,09:20,23979.4,2026-04-07,24000,169.5,0.49,188.9,-0.51
